Data Source name,Date,Campaign Name,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Purchases Conversion Value (INR),Website Contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Row Count
Brand B,17-01-2026,  GROWIFY | TOF | CONVERSION | UAE  ,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,-1.79,1.79,0.0,8.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Brand B,10-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,,Middle East,2.08,2.08,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
Brand B,18-01-2026,  GROWIFY | TOF | CONVERSION | UAE  ,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,middle east,2.87,2.87,,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,28-01-2026,Growify | TOF | Conversion | UAE,  PAUSED  ,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,4.179999,4.179999,-0.0,7.0,0.0,0.0,0.0,0.0,0.0,,-0.0,0.0,0.0,0.0,,0.0,0.0,1.0
Brand B,06-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,7.44,7.44,1.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
,29-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,7.91,7.91,-3.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,8.82,8.82,3.0,36.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,01-01-2026,Growify | TOF | Conversion | UAE,PAUSED,ecomm | wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,  NAN  ,Middle East,10.71,10.71,6.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
  BRAND B  ,23-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,ecomm | women,,United Arab Emirates,Middle East,11.99,11.99,300.0,51.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
Brand B,05-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,middle east,13.56,13.56,6.0,12035.0,,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
Brand B,25-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,14.25,14.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,27-01-2026,,,,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,,2301.2400000000002,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0
Brand B,24-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,,  CUSTOM_VIDEO_INFLUENCER_LEHENGA_MEHFIL  ,United Arab Emirates,Middle East,16.129999,16.129999,6.0,51.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
  BRAND B  ,14-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,  CUSTOM_VIDEO_DEEKSHAKHURANA_SHARARA_MEHFIL  ,United Arab Emirates,  MIDDLE EAST  ,16.43,16.43,7.0,92.0,0.0,975.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,22-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,19.42,19.42,7.0,80.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,02-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,20.13,,11.0,166.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,1.0
Brand B,04-01-2026,Growify | TOF | Conversion | UAE,  PAUSED  ,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,20.73,20.73,18.0,254.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Brand B,25-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,,Custom_Video_Deekshakhurana_Sharara_Mehfil,  UNITED ARAB EMIRATES  ,Middle East,21.64,21.64,4.0,74.0,0.0,780.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,30-01-2026,Growify | TOF | Conversion | UAE,PAUSED,,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,24.91,3761.41,0.0,3915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
brand b,20-01-2026,  GROWIFY | TOF | TRAFFIC-LPV | UAE  ,PAUSED,,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,25.54,25.54,7.0,118.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
Brand B,20-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,custom_video_influencer_saree_mehfil,United Arab Emirates,Middle East,28.03,28.03,-11.0,144.0,0.0,8.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
Brand B,24-01-2026,Growify | TOF | Traffic-LPV | UAE,  PAUSED  ,ecomm | women,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,Middle East,29.66,29.66,7.0,108.0,0.0,4.0,540.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0
,30-01-2026,,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,30.0,30.0,14.0,116.0,0.0,10.0,10.0,-0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,03-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Arab Emirates,Middle East,30.29,-30.29,21.0,,1.0,0.0,4.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,30.91,30.91,20.0,120.0,0.0,13.0,1512.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0
Brand B,31-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,,United Arab Emirates,Middle East,33.0,33.0,13.0,121.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,22-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,Middle East,33.89,33.89,26.0,-21750.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,  14-01-2026  ,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,35.05,35.05,14.0,172.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0
Brand B,  14-01-2026  ,growify | tof | traffic-lpv | uae,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,37.849153,5715.222103,22.0,195.0,0.0,-17.0,18.0,0.0,0.0,0.0,-0.0,0.0,0.0,,0.0,0.0,0.0,1.0
brand b,17-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,Middle East,40.64,40.64,14.0,,0.0,12.0,13.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,
Brand B,20-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,Middle East,41.61,41.61,12.0,160.0,0.0,12.0,10.0,-0.0,0.0,0.0,0.0,,-0.0,0.0,0.0,0.0,0.0,1.0
Brand B,16-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,  ECOMM | WOMEN  ,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,middle east,,42.709301,13.0,196.0,0.0,11.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
Brand B,21-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,Middle East,43.17,43.17,27.0,188.0,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,29-01-2026,Growify | TOF | Traffic-LPV | UAE,  NAN  ,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,44.57,44.57,14.0,19720.0,0.0,8.0,9.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
Brand B,30-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,48.74,7359.740000000001,22.0,,0.0,14.0,1620.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,21-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,49.21,49.21,3200.0,214.0,0.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0
Brand B,,,PAUSED,Ecomm | Women,,United Arab Emirates,Middle East,49.36,7453.36,,184.0,0.0,15.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
Brand B,15-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,united arab emirates,Middle East,52.875414,52.875414,25.0,244.0,0.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,31-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,,United Arab Emirates,Middle East,54.24429,54.24429,18.0,229.0,0.0,17.0,1836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
  BRAND B  ,28-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,55.56,55.56,12.0,,0.0,11.0,11.0,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,22-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,56.57,-56.57,35.0,252.0,0.0,-26.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,23-01-2026,  GROWIFY | TOF | TRAFFIC-LPV | UAE  ,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,58.78,58.78,21.0,239.0,0.0,16.0,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,28-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,59.33,59.33,28.0,213.0,0.0,22.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,17-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,  CUSTOM_VIDEO_INFLUENCER_LEHENGA_MEHFIL  ,United Arab Emirates,Middle East,5714.88,59.53,27.0,265.0,0.0,20.0,2376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,19-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,59.62,59.62,30.0,245.0,0.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,26-01-2026,,PAUSED,Ecomm | Women,,United Arab Emirates,Middle East,62.94,62.94,17.0,266.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,27-01-2026,growify | tof | traffic-lpv | uae,paused,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,,Middle East,6382.08,66.48,23.0,239.0,0.0,14.0,13.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,30-01-2026,growify | tof | traffic-lpv | uae,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,,Middle East,71.12,10739.12,19.0,,0.0,12.0,16.0,0.0,0.0,-0.0,,-0.0,0.0,0.0,0.0,,0.0,1.0
Brand B,27-01-2026,Growify | TOF | Traffic-LPV | UAE,  PAUSED  ,  ECOMM | WOMEN  ,Custom_Video_Deekshakhurana_Sharara_Mehfil,united arab emirates,Middle East,71.53,71.53,2000.0,286.0,0.0,12.0,15.0,-0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,24-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,71.59,71.59,32.0,-272.0,1.0,18.0,19.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,,72.27,10912.769999999999,22.0,330.0,1.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,27-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,72.458583,10941.246033000001,24.0,259.0,0.0,10.0,12.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,29-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,,Custom_Video_Influencer_Saree_Mehfil,united arab emirates,Middle East,77.05956,,2100.0,274.0,0.0,11.0,1404.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,0.0,-0.0,1.0
Brand B,17-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,77.6,77.6,21.0,-312.0,,11.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,19-01-2026,growify | tof | traffic-lpv | uae,PAUSED,,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,Middle East,81.308633,-81.308633,33.0,,77.0,26.0,27.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,28-01-2026,Growify | TOF | Traffic-LPV | UAE,,Ecomm | Women,,United Arab Emirates,Middle East,82.47,82.47,27.0,,0.0,18.0,22.0,-0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0
,15-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,83.68,83.68,42.0,54810.0,0.0,39.0,39.0,0.0,0.0,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,66.0
Brand B,16-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,,United Arab Emirates,Middle East,90.35,90.35,53.0,406.0,1.0,43.0,51.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Brand B,29-01-2026,,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,middle east,92.73,92.73,33.0,346.0,0.0,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0
Brand B,15-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,100.545105,100.545105,45.0,456.0,0.0,34.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,26-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,103.69,103.69,-27.0,376.0,0.0,18.0,20.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
Brand B,18-01-2026,Growify | TOF | Traffic-LPV | UAE,,,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,  MIDDLE EAST  ,-106.89,106.89,57.0,416.0,0.0,48.0,51.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
Brand B,25-01-2026,Growify | TOF | Traffic-LPV | UAE,,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,,,107.42,16220.42,44.0,426.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,66.0
Brand B,18-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,,Middle East,107.94,107.94,3000.0,356.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66.0
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,117.63665,-117.63665,42.0,544.0,0.0,30.0,35.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,18-01-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,119.11,119.11,34.0,438.0,0.0,3900.0,28.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
  BRAND B  ,27-01-2026,Growify | TOF | 23/01/26 | ABO | India | Sales,PAUSED,TOF | Brands | Purchase | Women,,United Arab Emirates,Middle East,-186.8,186.8,7.0,105.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,29-01-2026,Growify | TOF | 23/01/26 | ABO | UAE | Sales,PAUSED,TOF | Brands | Purchase | Women,Custom | Reel | CLP | EOSS Product | EVENT | EOSS,United Arab Emirates,Middle East,199.45,30116.949999999997,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,24-01-2026,Growify | TOF | 23/01/26 | ABO | India | Sales,,  TOF | BRANDS | PURCHASE | WOMEN  ,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS – Copy,United Arab Emirates,,238.79,238.79,45.0,280.0,0.0,26.0,4752.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,24-01-2026,Growify | TOF | 23/01/26 | ABO | UAE | Sales,PAUSED,TOF | Brands | Purchase | Women,Custom | Reel | CLP | EOSS Product | EVENT | EOSS,United Arab Emirates,Middle East,23958.72,249.57,17.0,18995.0,,13.0,12.0,2.0,78.0,1.0,0.0,0.0,-0.0,,103000.0,58000.0,10846000.0,1.0
Brand B,07-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,United Arab Emirates,Middle East,260.31,39306.81,9.0,317.0,0.0,195.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
  BRAND B  ,,Growify | TOF | 23/01/26 | ABO | India | Sales,PAUSED,TOF | Brands | Purchase | Women,Custom | SingleImage | CLP | EOSS Product | EVENT | EOSS,United Arab Emirates,Middle East,,285.36,9.0,193.0,0.0,17.0,6.0,1.0,0.0,0.0,0.0,,0.0,0.0,58800.0,0.0,0.0,1.0
Brand B,27-01-2026,,PAUSED,TOF | Brands | Purchase | Women,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS – Copy,United Arab Emirates,Middle East,287.31,287.31,28.0,258.0,0.0,12.0,2700.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
brand b,22-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,United Arab Emirates,Middle East,292.61,292.61,4.0,215.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
Brand B,25-01-2026,Growify | TOF | 23/01/26 | ABO | India | Sales,PAUSED,TOF | Brands | Purchase | Women,Custom | Reel | CLP | EOSS Product | EVENT | EOSS,United Arab Emirates,Middle East,28874.879999999997,300.78,1300.0,,,1950.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,95000.0,95000.0,0.0,1.0
Brand B,23-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,,Middle East,313.38,313.38,7.0,259.0,-0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,17-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,United Arab Emirates,Middle East,331.56,331.56,1200.0,420.0,0.0,585.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,02-01-2026,Growify | TOF | Conversion | UAE,paused,Ecomm | Wedding's,Custom | Celeb Closet | Carousel | Sales | Growify | - Copy 2,United Arab Emirates,Middle East,339.85,339.85,4300.0,1128.0,0.0,4485.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,09-01-2026,Growify | TOF | Conversion | UAE,PAUSED,,CA_Carousel_CampaignShoot_Mix_Fanah,,Middle East,352.56,,17.0,386.0,0.0,1365.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,96000.0,96000.0,0.0,1.0
Brand B,,Growify | TOF | 23/01/26 | ABO | UAE | Sales,,  TOF | BRANDS | PURCHASE | WOMEN  ,Custom | Reel | CLP | EOSS Product | EVENT | EOSS,United Arab Emirates,Middle East,353.44,53369.44,300.0,153.0,0.0,585.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-1.0
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,  ECOMM | WEDDING'S  ,Custom | Celeb Closet | Carousel | Sales | Growify | - Copy 2,United Arab Emirates,Middle East,387.48,,26.0,-70905.0,,17.0,-17.0,1.0,1.0,,0.0,0.0,1.0,0.0,75000.0,75000.0,0.0,1.0
Brand B,29-01-2026,Growify | TOF | 23/01/26 | ABO | UAE | Sales,PAUSED,TOF | Brands | Purchase | Women,custom | carousel | clp | eoss product | event | eoss – copy,united arab emirates,Middle East,391.98,391.98,2400.0,317.0,0.0,15.0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,29-01-2026,Growify | TOF | 23/01/26 | ABO | UAE | Sales,PAUSED,  NAN  ,Custom | SingleImage | CLP | EOSS Product | EVENT | EOSS,United Arab Emirates,Middle East,393.7,393.7,15.0,243.0,0.0,12.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,09-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,Custom | Celeb Closet | Carousel | Sales | Growify | - Copy 2,United Arab Emirates,  MIDDLE EAST  ,406.465879,406.465879,22.0,457.0,0.0,14.0,,,-0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Brand B,27-01-2026,  GROWIFY | TOF | 23/01/26 | ABO | UAE | SALES  ,PAUSED,TOF | Brands | Purchase | Women,Custom | Reel | CLP | EOSS Product | EVENT | EOSS,United Arab Emirates,Middle East,410.76,410.76,9.0,25955.0,-0.0,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,27-01-2026,Growify | TOF | 23/01/26 | ABO | UAE | Sales,PAUSED,TOF | Brands | Purchase | Women,,United Arab Emirates,Middle East,412.85,,9.0,271.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,18-01-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,Custom | Celeb Closet | Carousel | Sales | Growify | - Copy 2,,Middle East,413.28616,413.28616,35.0,845.0,0.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,United Arab Emirates,Middle East,415.1,415.1,8.0,-317.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
