Data Source name,Date,Campaign Name,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Purchases Conversion Value (INR),Website Contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Row Count,ParsedDate
Brand B,  NAN  ,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Online Shoppers,Catalog | CAR | Campaign Shoot | Mix | RTS | CLP,United States,USA,33.22,33.22,,23.0,0.0,,8.0,0.0,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,  NAN  ,Growify | TOF | Traffic-LPV | US,PAUSED,Ecomm | Clothing Brands,Custom_Video_UGC_Sharara_Fanah,United States,USA,49.79,,4.0,21750.0,0.0,4.0,4.0,,0.0,-0.0,0.0,,-0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Bride & Wedding,,united states,USA,74.71,-74.71,2.0,-67.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,66.0,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,,,United States,,161.65,161.65,3.0,114.0,0.0,0.0,2.0,-0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Summer Wedding,Custom_Video_Manushichillar_lehenga_Fanah,United States,USA,196.17,196.17,-2.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,
Brand B,  NAN  ,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Summer Wedding,Custom | Video | Influencer | Mix | WA | PLP,United States,USA,318.18,318.18,2.0,255.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | US,PAUSED,Ecomm | Women Clothing,,United States,USA,,319.76,,501.0,0.0,59.0,58.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,66.0,
,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Lived India,Custom_Video_Manushichillar_Saree_Fanah,United States,USA,391.85,391.85,12.0,212.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,CA_Video_Influencer_Lehenga_Disha,United States,USA,471.63,471.63,18.0,340.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,CA_Video_Influencer_Lehenga_Fida,  UNITED STATES  ,USA,-50288.64,-523.84,,406.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Lived India,Custom_Video_CampaignShoot_MIX_Fanah,United States,USA,529.559999,79963.559849,15.0,,154.0,1.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Summer Wedding,Custom_Video_Manushichillar_lehenga_Fanah,United States,USA,566.45,566.45,7.0,-198.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,66.0,
,,Growify | TOF | Messaging | UAE,paused,Ecomm | Summer Wedding,Custom | Video | Influencer | Mix | WA | PLP,United States,,610.11,610.11,2.0,363.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Summer Wedding,Custom_Video_Manushichillar_lehenga_Fanah,United States,USA,618.54,618.54,-8.0,257.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Messaging | UAE,  PAUSED  ,Ecomm | Lived India,Custom_Video_Manushichillar_Saree_Fanah,United States,usa,768.97,768.97,12.0,611.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Summer Wedding,Custom_Video_Manushichillar_lehenga_Fanah,United States,USA,3795.73,3795.73,49.0,2135.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,
Brand B,,,PAUSED,Ecomm | Summer Wedding,Custom_Video_Manushichillar_lehenga_Fanah,united states,USA,1175.74,1175.74,10.0,618.0,1.0,0.0,2.0,198.0,1.0,2.0,0.0,0.0,0.0,1.0,160000.0,0.0,340000.0,1.0,
Brand B,  NAN  ,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Saree,Catalog | Carousel | PLP | Mehfil | BAU | Full Price,United States,USA,114106.56,1188.61,56.0,763.0,0.0,54.0,48.0,2.0,0.0,0.0,0.0,0.0,1.0,,-240000.0,0.0,-0.0,66.0,
Brand B,,,PAUSED,Ecomm | Lived India,Custom_Video_Manushichillar_Saree_Fanah,United States,  USA  ,,1195.39,23.0,857.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Saree,Catalog | Carousel | PLP | Mehfil | BAU | Full Price,United States,USA,1560.61,1560.61,60.0,791.0,0.0,46.0,52.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
brand b,,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Latest Fashion,Catalog | Collection | Campaign Shoot | Mix | Mehfil | Summer | CLP,United States,USA,1865.25,1865.25,81.0,1130.0,,62.0,-70.0,-1.0,-1.0,0.0,,0.0,0.0,0.0,96000.0,96000.0,0.0,1.0,
Brand B,,growify | tof | messaging | uae,PAUSED,Ecomm | Summer Wedding,,United States,  USA  ,1943.27,293433.77,39.0,1280.0,0.0,,864.0,0.0,-0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Lived India,Custom_Video_CampaignShoot_MIX_Fanah,United States,USA,2224.93,2224.93,5600.0,173275.0,77.0,0.0,,0.0,-0.0,0.0,0.0,0.0,-0.0,567.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Lived India,Custom_Video_CampaignShoot_MIX_Fanah,United States,USA,2339.11,2339.11,,1065.0,154.0,1.0,6.0,0.0,-0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Lux Designers,Catalog | CAR| Fanah | Mix | Wedding | CLP,  UNITED STATES  ,USA,-2343.68,2343.68,93.0,218515.0,1.0,70.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Lux Designers,Catalog | CAR| Fanah | Mix | Wedding | CLP,United States,USA,2887.91,,81.0,1612.0,0.0,13845.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,-1.0,
Brand B,,  GROWIFY | TOF | CONVERSION | US  ,ACTIVE,Ecomm | Saree,Catalog | PLP | RTS | BAU | Full Price,United States,USA,2896.94,2896.94,76.0,1657.0,0.0,52.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,,ACTIVE,Ecomm | Saree,Catalog | Carousel | PLP | Mehfil | BAU | Full Price,United States,USA,,2937.92,112.0,-1645.0,-0.0,81.0,10692.0,0.0,0.0,0.0,0.0,,-0.0,0.0,0.0,0.0,0.0,66.0,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,Ecomm| Women's brands,Catalog | SI | CampaignShoot | Mix | RTS | CLP,United States,USA,,3030.51,95.0,297250.0,0.0,72.0,71.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Lux Designers,Catalog | CAR| Fanah | Mix | Wedding | CLP,United States,USA,3248.68,3248.68,95.0,1801.0,0.0,80.0,88.0,14.0,-2.0,0.0,,0.0,0.0,0.0,167443900.0,442175.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Fitness,Catalog | Collection | TopsellerUS | Mix | Summer | CLP,United States,USA,7833.48,7833.48,258.0,4493.0,0.0,41145.0,220.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,225800.0,0.0,,1.0,
Brand B,,Growify | Retarget | Conversion | India,,Ecomm | Retargeting,Catalog | CAR | Campaign Shoot | Mix | Bestseller | CLP,,rest of the world,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-0.0,0.0,66.0,
,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,CA_Video_Influencer_Lehenga_Fida,,Rest of the World,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,United Arab Emirates,Middle East,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,,Ecomm | Women,Custom_Video_Manushichillar_lehenga_Fanah,United Arab Emirates,Middle East,4.46,4.46,3.0,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_CampaignShoot_Sharara_Fanah,United Arab Emirates,Middle East,17.41,17.41,7.0,89.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,,28.36,4282.36,8.0,147.0,0.0,5.0,5.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,growify | tof | traffic-lpv | uae,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,Middle East,28.48,28.48,6.0,-26535.0,0.0,-4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,Middle East,33.369999,33.369999,20.0,251.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,custom_video_influencer_saree_mehfil,  UNITED ARAB EMIRATES  ,Middle East,3905.28,40.68,18.0,268.0,0.0,18.0,17.0,0.0,0.0,-0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,United Arab Emirates,Middle East,63.98,63.98,5.0,79.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,97.05,,52.0,658.0,0.0,40.0,47.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,1.0,
brand b,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,United Arab Emirates,  MIDDLE EAST  ,170.65,170.65,7.0,169.0,0.0,3.0,324.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Conversion | AUS+CAN+UK+USA,ACTIVE,Ecomm | Retargeting,Custom | CAR | Celeb Closet | Influncers | Mix | Summer | CLP,Australia,  REST OF THE WORLD  ,,3.11,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Conversion | AUS+CAN+UK+USA,ACTIVE,Ecomm | Retargeting,Custom | CAR | Celeb Closet | Influncers | Mix | Summer | CLP,Australia,Rest of the World,-3.37,3.37,0.0,6.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Conversion | AUS+CAN+UK+USA,ACTIVE,Ecomm | Retargeting,Custom | Video | Influencer_Mahima | lehenga | Mehfil | PLP,Australia,Rest of the World,166.8,166.8,19.0,151.0,0.0,12.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,178800.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Conversion | AUS+CAN+UK+USA,ACTIVE,Ecomm | Retargeting,Custom | Video | Influencer_Mahima | lehenga | Mehfil | CLP,,Rest of the World,339.06,339.06,39.0,387.0,1.0,5655.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,-0.0,1.0,
,,Growify | Retarget | Conversion | AUS+CAN+UK+USA,  ACTIVE  ,Ecomm | Retargeting,Custom | Video | Influencer_Mahima | lehenga | Mehfil | CLP,Australia,Rest of the World,38592.556896,60702.875951,51.0,506.0,1.0,39.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Conversion | AUS+CAN+UK+USA,active,Ecomm | Retargeting,Custom | SIngle Video | UGC | Lehenga | Fitoor | Summer | PLP,Australia,Rest of the World,494.86,494.86,77.0,652.0,0.0,63.0,65.0,1.0,1.0,0.0,0.0,0.0,-0.0,1.0,40600.0,40600.0,0.0,1.0,
Brand B,,Growify | Retarget | Conversion | AUS+CAN+UK+USA,active,Ecomm | Retargeting,Custom | SIngle Video | UGC | Lehenga | Fitoor | Summer | PLP,Australia,Rest of the World,-497.87,497.87,41.0,633.0,0.0,5070.0,27.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | CAN,PAUSED,Ecomm | Online Shoppers,Catalog | CAR | Campaign Shoot | Lehenga | RTS | CLP,Canada,Rest of the World,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,  GROWIFY | TOF | CONVERSION | US+CAN  ,ACTIVE,Ecomm | Women's Brands,CA_SI_CampaignShoot_lehenga_Mix,Canada,Rest of the World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,growify | tof | conversion | us+can,ACTIVE,  ECOMM | INDIA DESIGNERS  ,Custom | Video | Influencer_RiaVohra | lehenga | Mahiya | CLP,Canada,rest of the world,0.57,0.57,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+CAN,ACTIVE,Ecomm | India Designers,Custom | Video | Influencer_RiaVohra | lehenga | Mahiya | CLP,Canada,Rest of the World,21.61,21.61,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brand B,,Growify | Retarget | Conversion | AUS+CAN+UK+USA,ACTIVE,Ecomm | Retargeting,Custom | Video | Influencer_Mahima | lehenga | Mehfil | PLP,Canada,,28.38,,6.0,40.0,0.0,4.0,4.0,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,Custom | Video | Campaign Shoot | Mix | Signature Styles | CLP,Canada,  REST OF THE WORLD  ,33.229999,-33.229999,5.0,38.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,
Brand B,,Growify | TOF | Conversion | CAN,PAUSED,Ecomm | Online Shoppers,Catalog | Collection | Campaign Shoot | Mix | RTS | CLP,Canada,Rest of the World,,86.66,2.0,51.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,
Brand B,,  GROWIFY | TOF | CONVERSION | CAN  ,PAUSED,,Catalog | Collection | Campaign Shoot | Mix | RTS | CLP,Canada,,17921.28,186.68,1500.0,190.0,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brand B,,,ACTIVE,Ecomm | India Designers,Custom | Video | CampaignShoot | Lehenga | Mehfil | Summer | CLP,Canada,Rest of the World,265.279999,265.279999,20.0,263.0,0.0,15.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | CAN,PAUSED,,Catalog | Collection | Campaign Shoot | Mix | RTS | CLP,Canada,,319.83,319.83,9.0,278.0,0.0,975.0,6.0,0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+CAN,ACTIVE,,Custom | Video | Influencer_Mahima | lehenga | Mehfil | CLP,Canada,Rest of the World,342.57,342.57,24.0,299.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,
Brand B,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,CA_Video_Influencer_Lehenga_Fida,,Rest of the World,384.449857,,19.0,490.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
Brand B,  NAN  ,Growify | TOF | Conversion | CAN,PAUSED,Ecomm | Online Shoppers,Catalog | CAR | Campaign Shoot | Mix | RTS | CLP,Canada,Rest of the World,443.89,443.89,32.0,680.0,0.0,35.0,24.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Messaging | US+CAN,PAUSED,,CA_Video_Influencer_Lehenga_Disha,Canada,,467.52,-467.52,3800.0,592.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,  GROWIFY | RETARGET | CONVERSION | AUS+CAN+UK+USA  ,ACTIVE,Ecomm | Retargeting,Custom | Video | Influencer_RiaVohra | lehenga | Mehfil | CLP,Canada,Rest of the World,1091.22941,1091.22941,7300.0,1003.0,1.0,52.0,58.0,3.0,234.0,3.0,0.0,0.0,0.0,,90800.0,122000.0,,66.0,
Brand B,,growify | tof | conversion | us+can,ACTIVE,Ecomm | India Designers,Custom | Video | CampaignShoot | lehenga | Mehfil | Summer | CLP,  CANADA  ,Rest of the World,1506.78,1506.78,82.0,605.0,0.0,62.0,81.0,0.0,0.0,,0.0,0.0,-0.0,378.0,0.0,,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+CAN,ACTIVE,Ecomm | India Designers,Custom | Video | Influencer_Mahima | lehenga | Mehfil | CLP,Canada,Rest of the World,1601.73,1601.73,107.0,1130.0,154.0,13845.0,76.0,2.0,0.0,0.0,1.0,105000.0,0.0,0.0,191000.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | CAN,PAUSED,Ecomm | Online Shoppers,Catalog | CAR | Campaign Shoot | Mix | RTS | CLP,Canada,,1849.1,1849.1,,,0.0,65.0,63.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,
,,Growify | TOF | Conversion | CAN,PAUSED,,Catalog | CAR | Campaign Shoot | Mix | RTS | CLP,Canada,Rest of the World,2255.91,2255.91,-210.0,2417.0,0.0,172.0,169.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-96000.0,96000.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+CAN,ACTIVE,Ecomm | Online Shoppers,Catalog | CAR | Campaign Shoot | Mix | RTS | CLP,canada,Rest of the World,2403.91,,-41.0,970.0,0.0,31.0,37.0,4.0,,-0.0,0.0,0.0,0.0,0.0,52034600.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | CAN,PAUSED,Ecomm | Online Shoppers,Catalog | CAR | Campaign Shoot | Mix | RTS | CLP,Canada,Rest of the World,2545.26,2545.26,105.0,2136.0,0.0,88.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,90000.0,90000.0,0.0,,
Brand B,,  GROWIFY | TOF | CONVERSION | US+CAN  ,ACTIVE,Ecomm | Online Shoppers,Catalog | CAR | Campaign Shoot | Mix | RTS | CLP,Canada,Rest of the World,2596.97,2596.97,148.0,2433.0,0.0,132.0,,2.0,4.0,3.0,0.0,,0.0,1.0,,,249000.0,1.0,
Brand B,,Growify | TOF | Conversion | CAN,PAUSED,Ecomm | Women's Brands,Custom | Carousel | Campaign Shoot | Mix | RTS | CLP,Canada,Rest of the World,3474.45,3474.45,139.0,460955.0,0.0,65.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+UK,active,Ecomm | Beauty Products,Custom | CAR | Campaign Shoot | Lehenga | Mahiya | Summer | PLP,United Kingdom,Rest of the World,2.25,2.25,0.0,6.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1.0,
Brand B,,  GROWIFY | TOF | CONVERSION | US+UK  ,active,Ecomm | Beauty Products,Custom | CAR | Campaign Shoot | Lehenga | Mahiya | Summer | PLP,United Kingdom,Rest of the World,,3.74,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+UK,,Ecomm | Beauty Products,custom | car | campaign shoot | mix | fanah | summer | plp,United Kingdom,Rest of the World,4.39,4.39,,1015.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+UK,ACTIVE,Ecomm | Beauty Products,Custom | Video | UGC | Lehenga | Fida | Summer | PLP,United Kingdom,Rest of the World,,893.92,-0.0,8.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,
Brand B,,,ACTIVE,Ecomm | Beauty Products,custom | car | campaign shoot | mix | fanah | summer | plp,United Kingdom,Rest of the World,6.59,6.59,1.0,7.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+UK,ACTIVE,,Custom| CAR | Campaign Shoot | Mix | Mahiya | Summer | PLP,  UNITED KINGDOM  ,Rest of the World,15.92,-15.92,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
brand b,,growify | tof | conversion | us+uk,ACTIVE,Ecomm | Beauty Products,Custom | CAR | Campaign Shoot | Lehenga | Mahiya | Summer | PLP,united kingdom,,1559.0399040000002,16.239999,2.0,25.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,
Brand B,,Growify | Retarget | Conversion | India,ACTIVE,Ecomm | Retargeting,Custom | Carousel | Campaign Shoot | Mix | RTS | CLP,India,India,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,52300.0,1.0,0.0,0.0,8000.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Vintage Clothing,,india,India,-0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,Ecomm | Women Clothing,Custom_Video_Influencer_lehenga_Fanah,India,India,3.84,0.04,0.0,5.0,0.0,,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,paused,Ecomm | Women Clothing,Custom_Video_CampaignShoot_lehenga_Mehfil,india,India,,0.09,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Open Targeting,Custom | Video | RiaVohra | lehenga | Mahiya | Summer | PLP,India,India,0.14,0.14,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Open Targeting,  NAN  ,India,India,5.26,5.26,0.0,62.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Wedding,custom | car| influencer | mix | bestseller | summer | clp,India,India,3239.04,33.74,20.0,1466.0,,,16.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,,custom | car | mix | bestseller | summer | plp,India,India,32755.199904,341.199999,52.0,1457685.0,0.0,13.0,36.0,0.0,0.0,0.0,1.0,194000.0,0.0,0.0,0.0,0.0,0.0,132.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,ecomm | open targeting,Custom | Video | RiaVohra | lehenga | Mahiya | Summer | PLP,India,India,112.11,16928.61,24.0,1886.0,0.0,10.0,21.0,0.0,,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,ecomm | women clothing,Custom_Video_Influencer_lehenga_Fanah,India,India,183.79,183.79,75.0,4491520.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,,Ecomm | Open Targeting,  CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP  ,India,India,232.09,232.09,9300.0,2177.0,0.0,80.0,85.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Open Targeting,Custom | Video | Aashna | lehenga | Fanah | Summer | PLP,India,India,26504.64,276.09,118.0,4120.0,0.0,86.0,100.0,-0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,
